what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436274102050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436274152807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436274196485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436274201139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436274211635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436274213707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436274217810
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436274220694
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436274241159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436274242381
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436274245683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436274246684
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436274250631
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436274282596
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436274286918
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436274374869
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436274394220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436274799530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436335066223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436335079484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436335091022
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436335143662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436336077202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436336077451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436336618597
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1436336622783
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1436336623110
started,bundle,org.eclipse.php.debug.ui,3.0.1.v201201110400,"org.eclipse.php.debug.ui",1436336623953
started,bundle,org.eclipse.php.server.ui,3.0.1.v201201110400,"org.eclipse.php.server.ui",1436336623953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436336626249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337084603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337112968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337114151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337116029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337479103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337480804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337498094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337500797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337911288
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436337913551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436342464795
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436342471191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354046752
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436354057593
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436354059923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354074635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354085632
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354099341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436354102331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354113139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354119143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354137144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354146062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354148210
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354154558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354161573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354164393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354249995
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436354254196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354258769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354262887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354324033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354328749
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354345068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1436354402735
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436354408141
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436354411392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354412729
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354444356
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436354448084
started,bundle,org.eclipse.php.debug.daemon,3.0.1.v201201110400,"org.eclipse.php.debug.daemon",1436354449211
started,bundle,org.eclipse.php.server.core,3.0.1.v201201110400,"org.eclipse.php.server.core",1436354449229
started,bundle,org.eclipse.php.debug.core,3.0.1.v201201110400,"org.eclipse.php.debug.core",1436354450597
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436354459290
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436354521650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1436354525760
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1436354526938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354530734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354531820
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436354539613
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436354541359
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436354568005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1436354570439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354573114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1436354579838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354582529
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436354589756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354592334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354599082
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436354607293
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436354608997
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354610101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354622415
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436354625074
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436354626584
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436354714378
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436354717982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354720683
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436354723806
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1436354756707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436354757487
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436354765949
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436354767534
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354813161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354816034
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436354818251
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436354820592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354821319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354862423
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436354864383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354891346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436354904212
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436354966481
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436354980658
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436354982940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354992808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436354998691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436355000617
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436355004102
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436355005575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355028932
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355325596
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355345950
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355353231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355355764
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355358751
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436355361249
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1436355363927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355374355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355549498
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1436355551768
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436355618679
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436357840876
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1436357873512
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436357885878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436357888359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1436357890391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436357929355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436358190952
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436358230162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436358250380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436358268156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1436358286112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436358289636
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436358293411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436358307672
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436358338452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1436358357208
executed,command,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1436358422294
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436358497575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1436358559453
